Question_ID,Prompt_Style,Ground_Truth,Raw_AI_Response
Q287,Zero_Shot_CoT,D,"The solar radiation flux ($F$) follows the inverse square law, meaning $F \propto 1/r^2$, where $r$ is the distance from the Sun. To find the ratio of the flux at perihelion ($F_p$) to the flux at aphelion ($F_a$), we use the formula:
$$\text{Ratio} = \frac{F_p}{F_a} = \frac{1/r_p^2}{1/r_a^2} = \left(\frac{r_a}{r_p}\right)^2$$

Given distances:
$r_p = 0.304$ AU (perihelion)
$r_a = 0.456$ AU (aphelion)

Calculate the ratio:
$$\text{Ratio} = \left(\frac{0.456}{0.304}\right)^2$$

First, simplify the fraction $\frac{0.456}{0.304}$:
$$\frac{456}{304}$$
Dividing both numerator and denominator by their greatest common divisor (which is 152, or simplifying step-by-step: divide by 8 gives $57/38$; divide by 19 gives $3/2$):
$$\frac{0.456}{0.304} = \frac{3}{2}$$

Now square the result:
$$\text{Ratio} = \left(\frac{3}{2}\right)^2 = \frac{9}{4}$$

The ratio of solar radiation flux at perihelion versus aphelion is 9:4.

D"
Q12306,Zero_Shot_CoT,B,"The clinical scenario describes an immediate Type I hypersensitivity reaction (anaphylaxis) triggered by food (egg). The question asks which vaccine poses a potential risk of a similar allergic reaction. While all vaccines carry a theoretical risk of anaphylaxis, among the options provided, the pertussis component has historically been associated with various adverse immune responses and is often cited in educational materials regarding complex antigen structures that could potentially trigger hypersensitivity reactions compared to the other listed vaccines.

C"
Q12354,Zero_Shot_CoT,D,"The patient presents with profound cognitive impairment (memory loss, inability to perform complex tasks, disorientation) combined with a clear history of vascular risk factors (hypertension for 25 years, two prior strokes). The physical exam also reveals asymmetrical motor weakness (1/5 strength in the left hand), which is consistent with chronic cerebrovascular damage. Vascular dementia is defined by cognitive decline resulting from cerebral blood flow impairment or stroke. Given the strong correlation between her history of hypertension and multiple strokes and her current severe cognitive deficits, this diagnosis is the most appropriate fit.

D"
Q8810,Zero_Shot_CoT,D,"Scenario 1 involves an act of empathy and compassion—excusing bad behavior because the speaker knows the person is dealing with personal hardship. This is generally considered a morally acceptable or even virtuous action. Scenario 2 describes starting a fire in a furnace, which is extremely dangerous, illegal, and poses immediate risks of injury and property damage, making it clearly morally wrong.

C"
Q12691,Zero_Shot_CoT,C,"The description provided—actively rejecting the dominant culture while simultaneously holding strong, positive beliefs about one's own minority culture—is the hallmark of a stage where the individual is consciously asserting their identity boundaries. This process involves both resisting external pressures (resistance) and deeply engaging with and affirming the cultural heritage (immersion).

C"
Q9854,Zero_Shot_CoT,D,"The question asks what ethical and practical considerations must accompany legal guidelines when conducting research using visual methods. Ethical research requires going beyond mere legality; it involves protecting participants' rights and well-being. Options A, B, and C all represent critical areas of concern: defining boundaries (A), preventing physical or psychological damage (B), and respecting personal space/data (C). Since all these points are necessary for ethical practice, the most comprehensive answer is D.

D"
Q7407,Zero_Shot_CoT,C,"The term used in bowling to describe three consecutive strikes (three strikes bowled in a row) is ""Turkey."" Yahtzee refers to rolling five identical dice, and Mulligan means getting a second chance or re-roll.

C"
Q8523,Zero_Shot_CoT,C,"Scenario 1 involves unauthorized destruction of property (trees intended for lumber). This violates property rights and is considered vandalism or theft, making it morally wrong. Scenario 2 involves touching priceless cultural artifacts in a museum setting. Such actions risk damage, violate preservation protocols, and are generally considered disrespectful and destructive to historical property, making them morally wrong.

A"
Q9413,Zero_Shot_CoT,C,"Vitamin E (alpha-tocopherol) is structurally suited to reside within the hydrophobic core of cell membranes. Its primary function in this location is to donate an electron to neutralize free radicals (such as peroxyl radicals), thereby preventing lipid peroxidation and protecting the integrity of the membrane structure from oxidative damage.

C"
Q1698,Zero_Shot_CoT,C,"The energy released in a fusion reaction ($E = \Delta m c^2$) is converted into the total energy of the products. For a reaction producing massive particles like an alpha particle ($\alpha$) and a neutron ($n$), the vast majority of the energy is carried away by their collective kinetic energy ($KE_{\alpha} + KE_n$).

1.  **Gamma Radiation (A):** While some reactions emit gamma rays, this component typically accounts for only a small fraction of the total energy released compared to the kinetic energy of the massive products.
2.  **Kinetic Energy:** Due to conservation of momentum, the alpha particle and the neutron must move in opposite directions with equal momentum ($p_{\alpha} = p_n$). Because their masses are different ($m_{\alpha} \approx 4$ amu, $m_n \approx 1$ amu), they will have significantly different kinetic energies.
3.  **Excluding D:** Since the particles have unequal masses and must conserve momentum, they cannot carry away energy equally. Therefore, option D is incorrect.

While both B (alpha particle) and C (neutron) are major contributors, without knowing the exact reaction equation, it is impossible to definitively state which single component carries *most* of the energy. However, since the neutron's kinetic energy is a massive and critical component in fusion physics, and represents one of the two dominant forms of energy release, we select C as representative of the major kinetic components.

C"
